LaneID,public_name,GPSC,In_Silico_St,CC,Aroe,Xpt,Ddl,Gdh,Gki,Recp,Spi,goeBURST,cgMLST,HierCC,LIN_barcode,LIN_Lineage,GPSC__colour,CC__Colour,HC__Colour
31919_2#298,GPS_ZA_3167,18,4191,15,1,3,345,5,4,5,5,9,22678,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#301,GPS_ZA_3168,13,5073,2285,51,20,28,9,4,13,15,6,22683,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#306,GPS_ZA_3169,41,17102,1094,572,8,1,62,5,30,88,23,22688,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#309,GPS_ZA_3170,37,2909,2421,2,20,6,62,1,25,6,20,22691,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#313,GPS_ZA_3171,17,2062,2062,1,20,199,5,53,32,14,7,22696,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#318,GPS_ZA_3172,1,271,320,4,20,26,16,19,15,6,2,22701,6,NA,None,#4867aa,#6f3bc0,#6054db
31919_2#322,GPS_ZA_3173,41,1094,1094,6,8,6,62,5,30,88,23,22706,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#326,GPS_ZA_3174,1,271,320,4,20,26,16,19,15,6,2,22710,6,NA,None,#4867aa,#6f3bc0,#6054db
31919_2#330,GPS_ZA_3175,2,217,217,10,19,9,18,4,1,7,11,22715,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#335,GPS_ZA_3176,17,2062,2062,1,20,199,5,53,32,14,7,22719,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#338,GPS_ZA_3177,41,10729,1094,6,8,1,62,5,30,88,23,22722,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#342,GPS_ZA_3178,10,230,230,12,22,14,19,2,17,6,4,22727,77,NA,None,#dbb532,#523bbb,#a8d539
31919_2#351,GPS_ZA_3180,37,2421,2421,2,20,5,62,1,25,6,20,22736,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#355,GPS_ZA_3181,17,2062,2062,1,20,199,5,53,32,14,7,22740,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#359,GPS_ZA_3182,40,16860,5266,2,1,9,18,6,10,17,51,22744,355,NA,None,#5f955c,#01b649,#91b400
31919_2#364,GPS_ZA_3183,13,16861,2285,7,20,168,9,4,5,15,6,22750,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#367,GPS_ZA_3184,90,8332,8328,1,1,18,13,9,5,241,90,22753,1278,NA,None,#6e4fac,#8b79ac,#97925c
31919_2#372,GPS_ZA_3185,41,10729,1094,6,8,1,62,5,30,88,23,22759,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#373,GPS_ZA_3186,2,612,217,10,19,31,18,4,1,7,11,22760,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#377,GPS_ZA_3187,18,1492,15,1,3,5,5,4,5,5,9,22764,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#381,GPS_ZA_3188,41,4941,1094,6,8,6,62,5,5,88,23,22769,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#1,GPS_ZA_3189,79,5410,5410,16,1,5,2,53,5,241,55,22468,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#5,GPS_ZA_3190,14,1444,242,15,1,8,29,4,21,30,10,22785,151,NA,None,#3cca7c,#cf6ef7,#7578ff
31919_2#9,GPS_ZA_3191,21,6277,347,7,20,57,8,9,3,3,8,22827,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#13,GPS_ZA_3192,79,5410,5410,16,1,5,2,53,5,241,55,22502,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#18,GPS_ZA_3193,125,5624,5624,8,4,394,8,36,5,6,89,22555,885,NA,None,#d09967,#7f81b6,#fcb013
31919_2#22,GPS_ZA_3194,17,10693,2062,1,20,14,2,53,32,14,7,22597,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#26,GPS_ZA_3195,168,16856,16856,58,820,14,8,4,1,241,1495,22638,1606,NA,None,#e87361,#834d71,#883c17
31919_2#30,GPS_ZA_3196,21,347,347,12,20,57,8,9,3,3,8,22681,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#34,GPS_ZA_3197,2,217,217,10,19,9,18,4,1,7,11,22724,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#38,GPS_ZA_3198,77,10720,185,7,4,14,22,1,2,5,3,22767,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#42,GPS_ZA_3199,17,2062,2062,1,20,199,5,53,32,14,7,22777,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#48,GPS_ZA_3200,79,16863,5410,16,1,5,12,53,5,241,55,22783,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#52,GPS_ZA_3201,33,7888,4088,50,88,14,5,1,15,6,21,22788,1436,NA,None,#d86831,#289000,#0280f2
31919_2#56,GPS_ZA_3202,54,3454,4881,1,111,1,11,10,5,6,22,22792,1513,NA,None,#9f4762,#87b200,#a17aff
31919_2#60,GPS_ZA_3203,17,2062,2062,1,20,199,5,53,32,14,7,22797,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#64,GPS_ZA_3204,18,15,15,1,3,8,5,4,5,5,9,22801,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#68,GPS_ZA_3205,90,9928,7860,12,1,14,8,9,8,9,107,22805,1278,NA,None,#6e4fac,#ff8b6b,#97925c
31919_2#72,GPS_ZA_3206,48,7052,3557,7,14,17,43,47,16,6,47,22810,440,NA,None,#d483c9,#61df66,#01a140
31919_2#73,GPS_ZA_3207,36,2068,97,2,1,27,40,4,19,10,29,22811,832,NA,None,#68c6a5,#305ce3,#dac402
31919_2#77,GPS_ZA_3208,18,1492,15,1,3,5,5,4,5,5,9,22815,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#81,GPS_ZA_3209,2,217,217,10,19,9,18,4,1,7,11,22819,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#85,GPS_ZA_3210,2,217,217,10,19,9,18,4,1,7,11,22822,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#89,GPS_ZA_3211,10,230,230,12,22,14,19,2,17,6,4,22826,77,NA,None,#dbb532,#523bbb,#a8d539
31919_2#93,GPS_ZA_3212,2,611,615,10,4,94,9,4,1,6,179,22831,25,NA,None,#8da9ac,#f1c027,#4948cc
31919_2#98,GPS_ZA_3213,79,5410,5410,16,1,5,2,53,5,241,55,22836,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#6,GPS_ZA_3214,61,10689,8829,10,1,75,16,54,106,9,30,22796,390,NA,None,#64dd58,#ffac24,#e9b500
31919_2#102,GPS_ZA_3215,17,2062,2062,1,20,199,5,53,32,14,7,22472,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#106,GPS_ZA_3216,18,1492,15,1,3,5,5,4,5,5,9,22476,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#110,GPS_ZA_3217,18,4191,15,1,3,345,5,4,5,5,9,22481,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#114,GPS_ZA_3218,37,10659,2421,1,20,6,62,1,25,6,20,22485,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#118,GPS_ZA_3219,18,1492,15,1,3,5,5,4,5,5,9,22489,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#122,GPS_ZA_3220,13,2295,2285,12,20,28,9,4,13,15,6,22494,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#128,GPS_ZA_3221,5,172,156,7,6,8,13,8,6,25,0,22500,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#132,GPS_ZA_3222,21,10784,10784,12,20,6,8,9,10,6,1453,22505,4,NA,None,#9479e8,#efbd83,#ff7bf9
31919_2#136,GPS_ZA_3223,1,271,320,4,20,26,16,19,15,6,2,22509,6,NA,None,#4867aa,#6f3bc0,#6054db
31919_2#140,GPS_ZA_3224,34,7067,7067,12,14,6,5,54,38,27,43,22514,874,NA,None,#3fc6d1,#d869f0,#fc5ad4
31919_2#148,GPS_ZA_3226,13,16843,2285,51,20,28,9,53,13,15,6,22521,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#152,GPS_ZA_3227,1,236,320,15,20,26,16,19,15,6,2,22526,6,NA,None,#4867aa,#6f3bc0,#6054db
31919_2#153,GPS_ZA_3228,305,17094,17094,12,149,6,5,778,10,6,1496,22527,6018,NA,None,#8546b7,#8f5c83,#d28ca5
31919_2#157,GPS_ZA_3229,6,609,156,8,8,1,13,10,1,6,0,22531,35,NA,None,#57a627,#9030b7,#b05fe8
31919_2#161,GPS_ZA_3230,79,5410,5410,16,1,5,2,53,5,241,55,22536,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#165,GPS_ZA_3231,90,11070,7860,12,1,18,8,8,8,9,107,22540,1278,NA,None,#6e4fac,#ff8b6b,#97925c
31919_2#170,GPS_ZA_3232,2,217,217,10,19,9,18,4,1,7,11,22546,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#173,GPS_ZA_3233,145,5483,5483,8,346,9,11,255,47,6,103,22549,1435,NA,None,#5ab25d,#9e62ec,#fe9618
31919_2#178,GPS_ZA_3234,2,217,217,10,19,9,18,4,1,7,11,22553,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#186,GPS_ZA_3236,24,138,156,7,6,14,5,8,5,10,0,22561,62,NA,None,#7e9637,#9030b7,#50a100
31919_2#190,GPS_ZA_3237,21,6277,347,7,20,57,8,9,3,3,8,22566,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#194,GPS_ZA_3238,17,2062,2062,1,20,199,5,53,32,14,7,22570,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#198,GPS_ZA_3239,205,2067,2067,10,4,14,25,9,10,6,166,22574,4,NA,None,#de8a30,#ff7baf,#ff7bf9
31919_2#202,GPS_ZA_3240,178,2185,2185,1,1,6,10,9,43,5,163,22579,1286,NA,None,#914567,#01b97b,#407aff
31919_2#211,GPS_ZA_3242,2,217,217,10,19,9,18,4,1,7,11,22588,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#215,GPS_ZA_3243,68,6236,6236,8,20,168,13,11,4,15,127,22592,349,NA,None,#2addc5,#f7ba83,#503eb6
31919_2#219,GPS_ZA_3244,205,2067,2067,10,4,14,25,9,10,6,166,22596,4,NA,None,#de8a30,#ff7baf,#ff7bf9
31919_2#223,GPS_ZA_3245,18,1492,15,1,3,5,5,4,5,5,9,22601,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#227,GPS_ZA_3246,2,612,217,10,19,31,18,4,1,7,11,22605,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#231,GPS_ZA_3247,9,16850,63,2,21,14,8,36,5,17,1,22609,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#236,GPS_ZA_3248,41,4941,1094,6,8,6,62,5,5,88,23,22613,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#237,GPS_ZA_3249,54,16852,4881,1,111,165,11,10,5,6,22,22614,1513,NA,None,#9f4762,#87b200,#a17aff
31919_2#245,GPS_ZA_3251,13,16854,16854,7,20,8,9,4,5,25,1497,22622,85,NA,None,#bc5fd1,#ff6d63,#31b12d
31919_2#249,GPS_ZA_3252,45,15366,15366,5,14,17,2,6,1,9,1498,22626,305,NA,None,#52a2d8,#7e6e3c,#00cb7e
31919_2#253,GPS_ZA_3253,18,1492,15,1,3,5,5,4,5,5,9,22631,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#257,GPS_ZA_3254,77,185,185,7,1,14,22,1,2,5,3,22635,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#261,GPS_ZA_3255,14,16855,6305,15,1,14,13,4,6,30,296,22640,151,NA,None,#3cca7c,#9a1f58,#7578ff
31919_2#266,GPS_ZA_3256,159,7131,7131,224,339,1,5,9,5,15,126,22645,754,NA,None,#cf8ed5,#705e8f,#943118
31919_2#271,GPS_ZA_3257,37,2421,2421,2,20,5,62,1,25,6,20,22651,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#274,GPS_ZA_3258,26,989,989,12,112,14,5,89,8,6,17,22654,15,NA,None,#b4ba5c,#6437bb,#37e276
31919_2#278,GPS_ZA_3259,5,172,156,7,6,8,13,8,6,25,0,22658,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#282,GPS_ZA_3260,52,5647,5647,15,1,168,5,54,1,197,88,22663,1605,NA,None,#89568c,#e70057,#a51404
31919_2#286,GPS_ZA_3261,51,458,458,2,21,17,32,9,47,6,93,22667,749,NA,None,#65682a,#ffae16,#7f2a9a
31919_2#291,GPS_ZA_3262,17,2062,2062,1,20,199,5,53,32,14,7,22673,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#295,GPS_ZA_3263,21,347,347,12,20,57,8,9,3,3,8,22677,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#300,GPS_ZA_3264,9,2414,63,2,21,14,8,36,12,17,1,22682,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#303,GPS_ZA_3265,17,6121,2062,1,20,422,5,4,32,14,7,22685,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#308,GPS_ZA_3266,11,16857,7723,2,26,1,8,352,16,6,214,22690,49,NA,None,#5d4dae,#a80323,#58b118
31919_2#311,GPS_ZA_3267,2,217,217,10,19,9,18,4,1,7,11,22694,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#315,GPS_ZA_3268,17,2062,2062,1,20,199,5,53,32,14,7,22698,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#317,GPS_ZA_3269,37,2421,2421,2,20,5,62,1,25,6,20,22700,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#321,GPS_ZA_3270,18,2652,15,4,3,8,5,4,5,5,9,22705,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#325,GPS_ZA_3271,10,230,230,12,22,14,19,2,17,6,4,22709,77,NA,None,#dbb532,#523bbb,#a8d539
31919_2#329,GPS_ZA_3272,2,217,217,10,19,9,18,4,1,7,11,22713,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#334,GPS_ZA_3273,34,9546,7067,12,20,6,5,54,38,27,43,22718,874,NA,None,#3fc6d1,#d869f0,#fc5ad4
31919_2#337,GPS_ZA_3274,77,185,185,7,1,14,22,1,2,5,3,22721,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#341,GPS_ZA_3275,26,989,989,12,112,14,5,89,8,6,17,22726,15,NA,None,#b4ba5c,#6437bb,#37e276
31919_2#346,GPS_ZA_3276,77,185,185,7,1,14,22,1,2,5,3,22731,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#350,GPS_ZA_3277,54,7889,4881,1,8,6,11,10,5,6,22,22735,1513,NA,None,#9f4762,#87b200,#a17aff
31919_2#354,GPS_ZA_3278,14,2651,2651,15,8,8,29,4,4,88,1446,22739,151,NA,None,#3cca7c,#ff99c7,#7578ff
31919_2#358,GPS_ZA_3279,41,1094,1094,6,8,6,62,5,30,88,23,22743,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#363,GPS_ZA_3280,5,172,156,7,6,8,13,8,6,25,0,22749,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#366,GPS_ZA_3281,5,172,156,7,6,8,13,8,6,25,0,22752,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#371,GPS_ZA_3282,14,6279,242,15,1,5,29,4,21,30,10,22758,151,NA,None,#3cca7c,#cf6ef7,#7578ff
31919_2#375,GPS_ZA_3283,77,17104,185,7,1,14,22,1,2,716,3,22762,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#379,GPS_ZA_3284,21,347,347,12,20,57,8,9,3,3,8,22766,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#383,GPS_ZA_3285,5,172,156,7,6,8,13,8,6,25,0,22771,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#4,GPS_ZA_3286,2,217,217,10,19,9,18,4,1,7,11,22774,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#8,GPS_ZA_3287,5,172,156,7,6,8,13,8,6,25,0,22817,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#12,GPS_ZA_3288,325,16840,16840,7,28,5,16,8,8,27,1499,22491,510,NA,None,#e4802d,#ff6f92,#f54ac2
31919_2#16,GPS_ZA_3289,41,17096,17096,6,8,14,62,5,515,88,1500,22534,746,NA,None,#e96da2,#694e14,#f3bb84
31919_2#17,GPS_ZA_3290,16,81,81,4,1,1,4,2,4,4,27,22545,5,NA,None,#3d9945,#37d25a,#98c61a
31919_2#21,GPS_ZA_3291,17,16849,2062,1,20,199,2,53,32,14,7,22586,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#25,GPS_ZA_3292,41,1094,1094,6,8,6,62,5,30,88,23,22627,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#29,GPS_ZA_3293,18,1492,15,1,3,5,5,4,5,5,9,22671,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#33,GPS_ZA_3294,52,5647,5647,15,1,168,5,54,1,197,88,22714,1605,NA,None,#89568c,#e70057,#a51404
31919_2#37,GPS_ZA_3295,61,17105,8829,10,1,1105,16,54,106,15,30,22756,390,NA,None,#64dd58,#ffac24,#e9b500
31919_2#41,GPS_ZA_3296,90,10648,8328,1,1,18,8,9,4,241,90,22776,1278,NA,None,#6e4fac,#8b79ac,#97925c
31919_2#47,GPS_ZA_3297,5,1526,156,7,1,8,13,8,6,25,0,22782,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#51,GPS_ZA_3298,77,185,185,7,1,14,22,1,2,5,3,22787,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#55,GPS_ZA_3299,16,81,81,4,1,1,4,2,4,4,27,22791,5,NA,None,#3d9945,#37d25a,#98c61a
31919_2#59,GPS_ZA_3300,21,347,347,12,20,57,8,9,3,3,8,22795,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#63,GPS_ZA_3301,37,16864,7084,2,220,27,5,1,12,292,299,22800,12,NA,None,#da3a83,#e6b0dc,#69df5d
31919_2#67,GPS_ZA_3302,77,17108,185,7,1,14,22,779,2,5,3,22804,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#71,GPS_ZA_3303,9,63,63,2,21,14,5,36,12,17,1,22809,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#76,GPS_ZA_3304,18,2652,15,4,3,8,5,4,5,5,9,22814,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#80,GPS_ZA_3305,5,172,156,7,6,8,13,8,6,25,0,22818,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#84,GPS_ZA_3306,68,16866,102,5,12,19,5,11,4,15,39,22821,349,NA,None,#2addc5,#0054d4,#503eb6
31919_2#88,GPS_ZA_3307,61,605,605,10,3,15,16,54,1,6,1501,22825,390,NA,None,#64dd58,#ffa0c5,#e9b500
31919_2#92,GPS_ZA_3308,425,12531,12531,2,14,31,5,4,1,524,1502,22830,1768,NA,None,#d05cc6,#78470b,#7b461d
31919_2#96,GPS_ZA_3309,17,6255,2062,1,20,199,5,4,32,14,7,22834,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#97,GPS_ZA_3310,2,217,217,10,19,9,18,4,1,7,11,22835,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#101,GPS_ZA_3311,14,242,242,15,1,14,29,4,21,30,10,22471,151,NA,None,#3cca7c,#cf6ef7,#7578ff
31919_2#105,GPS_ZA_3312,17,2062,2062,1,20,199,5,53,32,14,7,22475,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#109,GPS_ZA_3313,358,16839,16839,180,4,14,5,29,11,6,1503,22479,2432,NA,None,#e48668,#feb0d0,#feb59e
31919_2#113,GPS_ZA_3314,77,185,185,7,1,14,22,1,2,5,3,22484,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#117,GPS_ZA_3315,2,612,217,10,19,31,18,4,1,7,11,22488,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#121,GPS_ZA_3316,13,8696,2285,8,20,28,9,4,13,15,6,22493,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#127,GPS_ZA_3317,16,11683,66,2,1,679,5,2,4,6,26,22499,5,NA,None,#3d9945,#5cc73c,#98c61a
31919_2#131,GPS_ZA_3318,936,16841,16870,1,130,5,34,54,5,217,303,22504,5207,NA,None,NA,#537aab,#8c4000
31919_2#135,GPS_ZA_3319,30,4084,3735,2,112,309,8,62,16,6,19,22508,830,NA,None,#996aba,#476bf5,#009d2d
31919_2#139,GPS_ZA_3320,41,1094,1094,6,8,6,62,5,30,88,23,22512,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#143,GPS_ZA_3321,18,1492,15,1,3,5,5,4,5,5,9,22517,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#147,GPS_ZA_3322,9,63,63,2,21,14,5,36,12,17,1,22520,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#151,GPS_ZA_3323,37,4929,2421,2,20,14,62,1,25,6,20,22525,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#156,GPS_ZA_3324,226,16844,12589,2,1,14,17,107,5,9,477,22530,5253,NA,None,#399d82,#754168,#00d9ac
31919_2#160,GPS_ZA_3325,5,172,156,7,6,8,13,8,6,25,0,22535,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#164,GPS_ZA_3326,41,1094,1094,6,8,6,62,5,30,88,23,22539,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#167,GPS_ZA_3327,21,5179,5179,12,20,6,62,9,10,3,482,22542,4,NA,None,#9479e8,#87567e,#ff7bf9
31919_2#172,GPS_ZA_3328,2,217,217,10,19,9,18,4,1,7,11,22548,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#175,GPS_ZA_3329,16,11683,66,2,1,679,5,2,4,6,26,22551,5,NA,None,#3d9945,#5cc73c,#98c61a
31919_2#180,GPS_ZA_3330,18,1492,15,1,3,5,5,4,5,5,9,22556,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#181,GPS_ZA_3331,18,16847,15,4,3,195,5,4,5,5,9,22557,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#185,GPS_ZA_3332,5,1526,156,7,1,8,13,8,6,25,0,22560,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#189,GPS_ZA_3333,18,1492,15,1,3,5,5,4,5,5,9,22564,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#193,GPS_ZA_3334,2,217,217,10,19,9,18,4,1,7,11,22569,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#197,GPS_ZA_3335,21,347,347,12,20,57,8,9,3,3,8,22573,4,NA,None,#9479e8,#89db54,#ff7bf9
31919_2#201,GPS_ZA_3336,6,609,156,8,8,1,13,10,1,6,0,22578,35,NA,None,#57a627,#9030b7,#b05fe8
31919_2#206,GPS_ZA_3337,18,4191,15,1,3,345,5,4,5,5,9,22583,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#210,GPS_ZA_3338,9,63,63,2,21,14,5,36,12,17,1,22587,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#214,GPS_ZA_3339,10,230,230,12,22,14,19,2,17,6,4,22591,77,NA,None,#dbb532,#523bbb,#a8d539
31919_2#218,GPS_ZA_3340,4,17097,199,8,4,14,13,14,4,717,13,22595,73,NA,None,#0094df,#2356db,#0170f7
31919_2#222,GPS_ZA_3341,8,5659,289,16,33,33,12,9,1,248,28,22600,1,NA,None,#8ea91e,#51d656,#8ec51d
31919_2#226,GPS_ZA_3342,10,17098,230,12,22,14,745,2,1,6,4,22604,77,NA,None,#dbb532,#523bbb,#a8d539
31919_2#230,GPS_ZA_3343,1,420,420,15,20,6,38,19,5,36,108,22608,6,NA,None,#4867aa,#ef0f5f,#6054db
31919_2#235,GPS_ZA_3344,79,16851,5410,16,1,5,2,54,5,241,55,22612,804,NA,None,#4a5cd4,#a6a4ff,#837fff
31919_2#239,GPS_ZA_3345,2,217,217,10,19,9,18,4,1,7,11,22616,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#244,GPS_ZA_3346,37,4929,2421,2,20,14,62,1,25,6,20,22621,12,NA,None,#da3a83,#fe6432,#69df5d
31919_2#247,GPS_ZA_3347,4,199,199,8,4,14,13,14,4,17,13,22624,73,NA,None,#0094df,#2356db,#0170f7
31919_2#251,GPS_ZA_3348,9,7270,63,2,21,1,8,36,12,17,1,22629,2,NA,None,#4c71e1,#d575ff,#fa77fa
31919_2#255,GPS_ZA_3349,2,217,217,10,19,9,18,4,1,7,11,22633,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#259,GPS_ZA_3350,21,5179,5179,12,20,6,62,9,10,3,482,22637,4,NA,None,#9479e8,#87567e,#ff7bf9
31919_2#263,GPS_ZA_3351,17,2062,2062,1,20,199,5,53,32,14,7,22642,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#265,GPS_ZA_3352,77,17100,185,7,1,14,22,1,516,5,3,22644,12,NA,None,#9845c1,#41a100,#69df5d
31919_2#270,GPS_ZA_3353,246,10577,10577,12,1,6,38,4,2,103,484,22650,7913,NA,None,#a454ce,#704b16,#8f3524
31919_2#273,GPS_ZA_3354,2,217,217,10,19,9,18,4,1,7,11,22653,25,NA,None,#8da9ac,#8220a8,#4948cc
31919_2#277,GPS_ZA_3355,17,4872,2062,1,20,6,5,53,32,14,7,22657,741,NA,None,#e55abe,#cc119d,#0074ea
31919_2#281,GPS_ZA_3356,5,172,156,7,6,8,13,8,6,25,0,22662,8,NA,None,#9c34b3,#9030b7,#8435bb
31919_2#285,GPS_ZA_3357,299,17101,74,2,19,1106,10,2,5,6,16,22666,1919,NA,None,#d39b69,#cccd1a,#01a049
31919_2#290,GPS_ZA_3358,34,7067,7067,12,14,6,5,54,38,27,43,22672,874,NA,None,#3fc6d1,#d869f0,#fc5ad4
31919_2#294,GPS_ZA_3359,205,2067,2067,10,4,14,25,9,10,6,166,22676,4,NA,None,#de8a30,#ff7baf,#ff7bf9
31919_2#299,GPS_ZA_3360,420,5969,5969,18,20,245,9,2,16,6,1504,22679,1509,NA,None,#d1613e,#ff9dc0,#ecb891
31919_2#302,GPS_ZA_3361,205,2067,2067,10,4,14,25,9,10,6,166,22684,4,NA,None,#de8a30,#ff7baf,#ff7bf9
31919_2#307,GPS_ZA_3362,41,1094,1094,6,8,6,62,5,30,88,23,22689,746,NA,None,#e96da2,#ffab71,#f3bb84
31919_2#310,GPS_ZA_3363,37,7084,7084,2,220,27,5,1,2,292,299,22693,12,NA,None,#da3a83,#e6b0dc,#69df5d
31919_2#314,GPS_ZA_3364,37,7084,7084,2,220,27,5,1,2,292,299,22697,12,NA,None,#da3a83,#e6b0dc,#69df5d
31919_2#319,GPS_ZA_3365,13,5073,2285,51,20,28,9,4,13,15,6,22702,85,NA,None,#bc5fd1,#2ce170,#31b12d
31919_2#323,GPS_ZA_3366,18,1492,15,1,3,5,5,4,5,5,9,22707,33,NA,None,#4cc48c,#b265ef,#c26ef8
31919_2#327,GPS_ZA_3367,22,16859,5902,8,4,14,5,36,3,6,5,22711,885,NA,None,#517820,#c12cb1,#fcb013
31919_2#331,GPS_ZA_3368,352,2283,2283,13,8,14,5,1,1,17,300,22716,1280,NA,None,#938b4b,#84844e,#853b46
